text,entity,entity_tag,entity_pos_start_rel,entity_pos_end_rel,category
"назначение руснок возможный утверждение кабинет конкретно означать укрепление власть президент земан , который вести беспроигрышный игра .",земан,PERSON,114,120,-1
"менее немногое ранее американский экономист десмонд лакман призвать греция , ирландия , испания португалия , чей экономика являться самый проблемный ес , добровольно выйти зона евро .",португалия,COUNTRY,102,112,-1
"новозеландец отшучиваться , эмиграция новый зеландия австралия сделать оба страна умный .",новозеландец,NATIONALITY,0,12,-1
"данные оон , 2015 год венесуэла - кризис вынудить покинуть около 4 млн человек .",венесуэла,COUNTRY,27,36,-1
"кабинет франсуа олланд приход власть принять законодательный инициатива , который начинать 2013 год вводить франция « налог богач » , облагать 75 & nbsp ; % ставка годовой доход гражданин , превышать 1 миллион евро .",кабинет франсуа олланд,ORGANIZATION,0,23,-1
очень сложно работать белоруссия .,белоруссия,COUNTRY,32,43,-1
"около 30 рабочий завод производство ветрогенератор vestas , расположить ньюпорт , столица остров уайт , англия захватить свой завод знак протест против планировать закрытие .",vestas,ORGANIZATION,60,66,-1
фбр 22 декабрь арестовать бывший морской пехотинец обвинение подготовка теракт сан - франциско рождество .,морской пехотинец,PROFESSION,34,52,-1
"насер стать второй гражданин индия , который предъявить обвинение намерение присоединиться игил .",игил,ORGANIZATION,96,100,-1
алёхин также запретить свой адвокат участвовать заседание .,алёхин,PERSON,0,7,-1
"данные американский власть , 2004 год , находиться россия , сын кирилл организовать преступный группа , который заниматься хищение личный информация владелец банковский карта помощь фиктивный интернет - сайт , « троянский конь » банковский счёт , открытый россия латвия .",кирилл,PERSON,77,83,-1
"согласно материал уголовный дело , мартин инициировать заговор , чувствовать оскорбить - , бибер отвечать письмо .",бибер,PERSON,126,131,-1
"учёт , кокорин мамай пребывать несколько месяц сизый , заключение сократить составить шесть месяц .",кокорин,PERSON,19,26,-1
"президент бразилия дилма руссефф бороться свой должность , время палата депутат национальный конгресс воскресение , 17 апрель 2016 год , решать вопрос её импичмент .",дилма руссефф,PERSON,19,32,-1
"министр иностранный дело иран али акбар салех турецкий коллега ахмет давутогла заявить , сотрудничать борьба курдский рабочий партия иранский аффилиат – партия свободный жизнь курдистан .",партия свободный жизнь курдистан,ORGANIZATION,181,215,-1
мнение прокуратура вместе бывший глава мвд грузия вано мерабишвили чиновник пытаться помешать расследование убийство гиргвлиани покрывало причастный чиновник .,вано мерабишвили,PERSON,59,75,-1
"забывать , описать политический процесс проходить чехия фон коррупционный скандал - следствие дело надьовой бывший депутат ods .",надьовой,PERSON,130,138,-1
"сша скончаться джанет рено — первый женщина , стать генеральный прокурор страна , оказаться центр несколько политический скандал , сопровождать работа администрация президент билл клинтон .",джанет рено,PERSON,17,28,-1
"россия повести неприлично , запретить многий предприятие поставка продовольственный товар территория рф .",россия,COUNTRY,0,6,-1
"президент турция реджеп тайип эрдоган намеренный начать политический юридический кампания противодействие попытка власть сша привлечь уголовный ответственность сотрудник служба безопасность , избить демонстрант полицейский вашингтон .",полицейский,PROFESSION,228,239,-1
"писать mash , « влад росляк очень замкнутый , общаться давно удалиться соцсеть .",влад росляк,PERSON,17,30,-1
"шекатт убить поздно вечером четверг ход перестрелка полицейский , сообщить правоохранитель , добавить , операция нейтрализация начать около 21 : 00 местный время .",шекатт,PERSON,0,6,-1
"кабинет франсуа олланд приход власть принять законодательный инициатива , который начинать 2013 год вводить франция « налог богач » , облагать 75 & nbsp ; % ставка годовой доход гражданин , превышать 1 миллион евро .",франция,COUNTRY,120,127,-1
"данные блогер , хулиганский акция красный - белый запланировать вызвать недавний убийство болельщик « спартак » егор свиридов , память который фанат развернуть трибуна плакат .",красный - белый,ORGANIZATION,42,54,-1
"« — абсолютно основать голословный истерический обвинение киев , который звучать адрес рамзан кадыров фактически весь , занимать - должность москва , — сказать песок . — очередной проявление , сожаление , захлестнуть украина киев русофобия » .",украина,COUNTRY,280,287,-1
"ранее посол 22 страна , основное западный , обратиться совет право человек оон , призвать китай прекратить массовый репрессия отношение этнический уйгур мусульманин .",уйгур,NATIONALITY,153,160,-1
второй проблема присутствовать проприетарный прошивка беспроводный стек qualcomm позволять получить доступ baseband - модем ( cve - 2019 - 10540 ) .,qualcomm,ORGANIZATION,76,84,-1
"источник полиция сообщать , суббота около полдень гостиничный номер , который проживать стросс - кан , прийти горничная .",стросс - кан,PERSON,98,108,-1
турция арестовать группа военный подозрение причастность попытка переворот,военный,PROFESSION,27,34,-1
китай россия предложить совет безопасность оон свой проект резолюция проблема ракетный испытание северный корея .,китай,COUNTRY,0,5,-1
"главный рефери us open брайан эрлить понедельник постановить , вербальный выпад уильямс адрес греческий судья ева асдерак являться « значительный нарушение » .",ева асдерак,PERSON,115,127,-1
"среда — 3 июль 2013 год российский прокурор попросить тверской суд москва заочно приговорить руководитель фонд hermitage capital management уильям браудёр девять год тюрьма , также признать виновный уклонение уплата налог умерший сизый аудитор фонд сергей магнитский закрыть против дело связь смерть .",прокурор,PROFESSION,38,46,-1
"суд южный корея постановить , американский технологический гигант apple южнокорейский конкурент samsung electronics нарушить патент друг друг , относиться мобильный устройство .",apple,ORGANIZATION,70,75,-1
апрель 2017 год селезнёв приговорить 27 год лишение свобода суд вашингтон роль хищение данные кредитный карточка .,селезнёв,PERSON,19,27,-1
"столкновение хути сила салех начаться прошлый неделя , обвинить мятежник нападение гигантский мечеть сан племянник — влиятельный командир сила специальный назначение тарек салех .",салех,PERSON,33,39,-1
"турция потребовать , сша экстрадировалить 75 - летний гюлен , направить американский власть документ , якобы указывать причастность переворот .",гюлен,PERSON,56,62,-1
"момент атака путин находиться праздничный концерт , доложить происшествие , однако концерт прервать президент покинуть .",путин,PERSON,15,20,-1
"хунсян подозревать некий « серьёзный экономический преступление » , следовать сообщение полиция провинция ляонина мид китай , сделать ранее .",хунсян,ORGANIZATION,0,6,-1
"арестовать греция прошлый год александр винникнуть , обвинять власть сша отмывание крупный денежный сумма помощь криптобиржа btc - e , написать признание генпрокуратура рф .",александр винникнуть,PERSON,37,53,-1
"дейенерис таргарийный джон сноу дракон смочь убить предводитель враг король ночь , едва погибнуть .",король ночь,PERSON,90,101,-1
"местный наблюдатель считать , нейтральный фигура , господин сагит , просто перестать отвечать "" требование день "" , осложниться отношение господин рахимов федеральный центр .",сагит,PERSON,72,79,-1
"первый ракетка мир новак джокович сербия стать победитель открытый чемпионат сша среди мужчина , одержать победа испанец рафаэль надалем счёт 6 : 2 , 6 : 4 , 6 : 7 , 6 : 1 .",рафаэль надалем,PERSON,129,145,-1
"сеульский суд пятница 24 август вынести решение , apple нарушить патент samsung беспроводный связь , samsung — запатентовать дизайнерский разработка apple .",apple,ORGANIZATION,54,59,-1
"возможно , именно поэтому куратор особо эффективный менеджер предпочитать выступать ария московский гость сразу лондон , среди целевой аудитория .",менеджер,PROFESSION,52,62,-1
"33 - летний селезнёв , сын депутат государственный дума валерий селезнёв , обвинять хищение информация кредитный карточка иной личный данные , также проведение незаконный операция обналичивание похитить средство .",селезнёв,PERSON,11,20,-1
"фотография обложка царнаесть похожий скорее рок - звезда , 19 - летний парень опухнуть лицо рука гипс , который большой неделя назад отказаться признать свой вина организация взрыв бостонский марафон .",царнаесть,PERSON,25,32,-1
проект япония сша нравиться пекин москва .,япония,COUNTRY,7,13,-1
""" президент опираться мнение , который слышать течение последний день "" , - констатировать кандидат премьерский пост мирослав немцов .",президент,PROFESSION,1,10,-1
"сша скончаться джанет рено — первый женщина , стать генеральный прокурор страна , оказаться центр несколько политический скандал , сопровождать работа администрация президент билл клинтон .",администрация президент билл клинтон,ORGANIZATION,166,205,-1
"газета писать , отделение банк квансон даньдун работать 13 этаж здание , занимать китайский группа компания хунсян , чей контакт кндр стать предмет расследование .",квансон,ORGANIZATION,34,41,-1
"70 - летний младич обвиняться , 1995 год именно отдать распоряжение убийство около 8 тысяча босниец — взрослый мужчина мальчик сребреница , ранее — осада сараево .",босниец,NATIONALITY,106,115,-1
"1996 год младич наряду руководитель республика сербский обвинить гаагский международный трибунал совершение военный преступление геноцид связь осада сараева , также связь резня сребреница .",младич,PERSON,12,18,-1
"январь пресса опубликовать сообщение , аль - каида готовиться убить канцлер германия называться конкретный срок : сентябрьский выборы .",аль - каида,ORGANIZATION,48,57,-1
"суд 53 - летний лебедев начаться май связать драка 2011 год , время запись телевизионный ток - шоу вскочить стул несколько раса ударить бизнесмен сергей полонский .",сергей полонский,PERSON,174,191,-1
"мнение , провоцировать сша союзник , израиль .",израиль,COUNTRY,59,66,-1
"полицейский солдат ворваться торговый центр потребовать , томма сдаться , ответить , открыть огонь , убить полицейский ранить ещё трое .",томма,PERSON,70,75,-1
вскоре основатель сайт wikileaks джулиан ассанж должный предстать лондонский суд .,лондонский суд,ORGANIZATION,78,94,-1
"военизированный ливанский шиитский организация « хезболл » осудить ракетный удар сирия сторона сша , великобритания франция .",хезболл,ORGANIZATION,48,56,-1
"сначала зритель стать свидетель московский дерби « динамо » цска , затем московский « спартак » экзаменовать гость питер .",динамо,ORGANIZATION,59,65,-1
"согласно газета « вашингтон пост » , качество доказательство состав преступление столичный правоохранитель также предоставить письменный свидетельство жертва атака , согласно который сотрудник охрана эрдоган « напасть полицейский вашингтон , минимум , отдельный случай » .",сотрудник охрана эрдоган,PROFESSION,182,208,-1
netflix закрывать сериал « карточный домик » фон скандал кевин спейся,кевин спейся,PERSON,62,76,-1
оказаться 17 - летний житель сант - фе димитриос пагуртзис .,димитриос пагуртзис,PERSON,38,57,-1
"моралеса против политика сша искоренение кока , также против неолиберальный политика прошлое боливийский правительство , включая соглашение свободный торговля .",сша,COUNTRY,24,27,-1
"пакистанец , подозревать терроризм , предстать суд сша",пакистанец,NATIONALITY,0,10,-1
1 июль 2019 год хорошевский суд москва признать алексей навальный виновный повторный нарушение правило проведение акция ( ч .,алексей навальный,PERSON,48,66,-1
"комиссар ес экономический валютный политика олли рен убеждённый , третий четвёртый величина экономика европа пойти стопа обременить гигантский долг греция , ирландия португалия , который прошлый год прийтись выделить многомиллиардный пакет помощь .",ирландия,COUNTRY,180,188,-1
"версия обвинение , день убийство кристенсный одержимый идея убить человек .",кристенсный,PERSON,37,47,-1
"продюсер отвергать обвинение домогательство , изнасилование прочий насильственный действие .",продюсер,PROFESSION,4,12,-1
"александр лапшин задержать сотрудник милиция беларусь декабрь 2016 год экстрадирован азербайджан , предъявить обвинение связь поездка нагорный карабах армения несколько год назад .",милиция беларусь,ORGANIZATION,43,59,-1
"гюлен являться оппонент эрдоган , который около 20 год проживать сша отрицать свой причастность бунт .",эрдоган,PERSON,26,34,-1
"четверг , 22 ноябрь 2017 год , гаагский международный трибунал бывший югославия приговорить бывший военный командир боснийский серб 74 - летний генерал ратко младич пожизненный заключение , признать виновный геноцид время боснийский война .",ратко младич,PERSON,160,173,-1
"« — ваш президент , америка разоблачить преступление режим кастро , поддержать кубинский народ борьба свобода » , — заявить трамп , выступать район маленький гавана майами .",кастро,PERSON,68,74,-1
"пермский краевой суд принять решение отказать участница панк - группа pussy riot мария алёхин удовлетворение жалоба решение городской суд березников , отказать отсрочка наказание уход малолетний ребёнок .",мария алёхин,PERSON,78,92,-1
"празднование день сопровождаться стычка представитель оппозиция милиция , который помешать движение оппозиционный колонна здание администрация президент украина .",милиция,ORGANIZATION,75,82,-1
"сша опасаться тесный союз моралесом , президент венесуэла уго чавес ( hugo ch vez ) президент куба фидель кастро ( fidel castro ) , возможно , умеренный президент бразилия луис лул силва ( luiz lula da silva ) .",луис лул силва,PERSON,194,214,-1
"январь пресса опубликовать сообщение , аль - каида готовиться убить канцлер германия называться конкретный срок : сентябрьский выборы .",канцлер германия,PROFESSION,74,91,-1
"менее , покупка monsanto акция bayer упасть 40 % .",monsanto,ORGANIZATION,28,36,-1
"интервью немецкий телеканал zdf меркель заявить , надеяться , соединить штат изменить свой поведение вопрос шпионаж , подчеркнуть , « большой жить эпоха „ холодный война “ » .",соединить штат,COUNTRY,81,98,-1
"вторник , 23 июль 2019 год , российский боксёр максим дадашев скончаться больница травма , который получить время бой пуэрториканец сабриэль матиас ( subriel mat as ) .",сабриэль матиас,PERSON,144,162,-1
"чешский сми вслед фактический руководитель партия top 09 мирослав калоусек успеть назвать правительство руснок кабинет "" друг президент земан "" .",земан,PERSON,155,161,-1
"сообщать микроблог представитель арт - группа « война » , суд постановить оставить решение горсуд березников отсрочка наказание мария алёхин изменение , осудить оставить колония .",мария алёхин,PERSON,133,147,-1
ранее неделя кроуфорд фейт предъявить обвинение заговор цель поддержка терроризм .,кроуфорд,PERSON,21,30,-1
"декабрь прошлое год 35 - летний житель флорида кристофер чейня ( christopher chaney ) приговорить 10 год тюремный заключение взлом учётный запись фотографирование обнажённый звезда шоу - бизнес , число актриса скарлетта йоханссон милый кунис , также певица кристина агилера .",кристофер чейня,PERSON,49,64,-1
однако следующий год обвинить употребление допинг октябрь 2012 год спортсмен лишить весь семь титул победитель « тур де франс » .,спортсмен,PROFESSION,84,94,-1
"2000 военнослужащий находиться ирак , прежде 2008 год контингент отозвать период российско - грузинский война .",грузинский,COUNTRY,111,121,-1
", греция пытаться получить кредит размер 169 млрд доллар , избежать объявление дефолт свой суверенный долг .",греция,COUNTRY,11,17,-1
"адвокат потерпевший — матвей цзть посчитать , прокурор несправедливый относиться потерпевший польза обвинять .",прокурор,PROFESSION,50,58,-1
"октябрь 2016 год сми ссылка дать рейтинговый агентство fitch сообщить , крупный заёмщик « пересвет » « иметь некоторый признак аффилированность друг друг либо акционер менеджмент банк » .",пересвет,ORGANIZATION,112,121,-1
"картина снятой осень 2012 год след скандальный акция женский панк - группа pussy riot храм христос спаситель представлять « классический судебный драма » , который использоваться запись трансляция зал суд , серия интервью документальный материал .",pussy riot,ORGANIZATION,84,94,-1
"испания запросить 125 миллиард доллар вид финансовый помощь банк страна , который накопиться просрочить ссуда .",испания,COUNTRY,0,7,-1
"« матросский тишина » некогда содержаться бывший олигарх критик владимир путин михаил ходорковский , также юрист сергей магнитский , разоблачить крупный коррупционный схема скончаться тюрьма 2009 год .",владимир путин,PERSON,66,82,-1
заявление также осуждать решение президент дональд трамп « отдать аль - кудс еврей » ( признание иерусалим столица израиль ) критиковать « кафир националистический безбожный общество » .,дональд трамп,PERSON,48,63,-1
фбр полиция чехия задержать гражданин рф подозрение кибератака против сша,фбр,ORGANIZATION,0,3,-1
украина против саакашвили также открыто уголовный дело проводиться следственный действие .,саакашвили,PERSON,17,27,-1
"образ мошенник удаться получить двести тысяча доллар сша , который депонировать банковский счёт , принадлежать мардахаев .",мардахаев,PERSON,138,148,-1
"случай описать череда неудачный предложение президент сформировать правительство , досрочный парламентский выборы чехия мочь состояться ноябрь - декабрь это год .",президент,PROFESSION,48,58,-1
"конфликт эритрея эфиопия продолжаться 1998 2000 год заключаться вопрос контроль спорный пограничный территория , жертва стать десятка тысяча человек .",эритрея,COUNTRY,15,23,-1
"5 июнь 2017 год саудовский аравия , египет , бахрейн оаэ объявить разрыв дипотношение катар .",саудовский аравия,COUNTRY,17,34,-1
"первоначально факт , форма сшить китай , афишироваться , бирка « made in china » заметить журналист телеканал abc .",китай,COUNTRY,48,53,-1
"демонстрант направляться уолл - стрит , выразить протест против « алчность корпорация » , нагрев земной атмосфера социальный неравенство сша .",сша,COUNTRY,147,150,-1
apple samsung нарушать патент друг друг,apple,ORGANIZATION,0,5,-1
"адвокат лётчица настаивать , невиновный .",лётчица,PROFESSION,9,16,-1
афганский солдат убить американский военный,афганский солдат,PROFESSION,0,16,-1
"протест прекратиться 6 июнь , возобновиться 10 июнь завершиться 11 июнь , полицейский демонтировать палатка протестовать задержать оппозиционный политик сторонник .",политик,PROFESSION,163,172,-1
президент россия дмитрий медведев принять отставка губернатор приморский край сергей дарькин .,дмитрий медведев,PERSON,17,33,-1
сергей данкверт поздний прокомментировать заявление лукашенко .,сергей данкверт,PERSON,0,15,-1
"заявить официальный представитель « национальный союз этический гражданин » ( uni n nacional de ciudadanos ticos ) сесара дуран , смерть линый овьедо совпасть годовщина свержение парагвайский диктатор альфредо стресснер , который правило 1954 год сместить генерал родригес именно 3 февраль 1989 год .",родригес,PERSON,273,283,-1
"опровергнуть утверждение россия , стремление крым отделиться украина сравнить провозглашение независимость косово сербия :",украина,COUNTRY,76,83,-1
"сша пересмотреть отношение сальвадор , разорвать отношение тайвань",сальвадор,COUNTRY,28,39,-1
"утверждение компания samsung , мочь доказать , ещё 2006 год — несколько месяц , apple вывести рынок свой первый iphone — компания разрабатывать новый поколение продукт прямоугольный корпус закруглить угол .",apple,ORGANIZATION,109,114,-1
"актёр энтони рэппа сериал « звёздный путь » обвинить свой коллега цех сексуальный домогательство тридцать год назад — 1986 год , 14 год , спейся пытаться склонить секс .",энтони рэппа,PERSON,6,17,-1
"третий день соперник россиянка достаться молодой сборная канада , это выиграть турнир сет .",россиянка,NATIONALITY,27,37,-1
"ведущий телеканал « россия 1 » 59 - летний журналист дмитрий киселёв последний время известный свой бескомпрописсный пропаганда действие нынешний российский власть , резкий антизападный высказывание , который , отмечать эксперт , входить противоречие принцип нейтральный журналистика .",дмитрий киселёв,PERSON,50,65,-1
"фолл неоднократно писать заявление полиция повод , макафи часто стрелять свой ружьё , также - агрессивный поведение собака .",фолл,PERSON,0,4,-1
"берлускони уйти отставка немногое год назад , страна согласие парламентский большинство составить правительство технократ , который поручить проводить непопулярный экономический политика .",правительство технократ,ORGANIZATION,128,153,-1
"« обращаться режиссёр , продюсер , весь , связать это злополучный фильм .",продюсер,PROFESSION,32,41,-1
"рэпер впервые использовать чужой « минусовка » , первый сольный альбом « вне закон » фактура воспользоваться пиратство выпустить альбом чужой « минус » — это трек « последний повесть » « любовь » участие рэп - исполнитель villa .",рэпер,PROFESSION,0,5,-1
следователь свой энергичный работа подрывать репутация фонд .,следователь,PROFESSION,0,11,-1
"офицер военный - морской разведка джеффри дилайла , обнаружить особый знак волнение , зачитать приговор , который офицер признать виновный передача иностранный организация информация , который могда повредить национальный интерес канада .",джеффри дилайла,PERSON,31,45,-1
британский правительство экстрадировало насир прошлый неделя .,британский правительство,ORGANIZATION,0,24,-1
"учитывать аргумент сторона , судья карина морозов признать юрий пиотровский виновный ч .",карина морозов,PERSON,33,48,-1
"1984 год курдский экстремист вести борьба турция , цель который являться создание курдский автономия .",турция,COUNTRY,48,55,-1
"кроме , несколько неделя м . шапиро вступить свой должность , инвестор бернард мэдофф обвинить финансовый афера приговорить тюремный срок , также серьёзно подорвать доверие государственный регулировать орган , усмотреть это дело признак мошенничество .",бернард мэдофф,PERSON,89,103,-1
"полицейский солдат ворваться торговый центр потребовать , томма сдаться , ответить , открыть огонь , убить полицейский ранить ещё трое .",солдат,PROFESSION,14,21,-1
"пояснить адвокат , признание мочь послужить повод новый запрос рф выдача россиянин , который , согласно решение греческий суд , должный экстрадирован сша .",сша,COUNTRY,170,173,-1
"скандально известный фигура страна - берлускони многократно обвиняться финансовый афера , коррупция , дача взятка госчиновник , участие сексуальный скандал , привлекаться суд .",берлускони,PERSON,39,49,-1
"местный наблюдатель считать , нейтральный фигура , господин сагит , просто перестать отвечать "" требование день "" , осложниться отношение господин рахимов федеральный центр .",рахимов,PERSON,173,181,-1
"накануне сша , великобритания франция выпустить 100 ракета объект сирия .",франция,COUNTRY,31,38,-1
"ноябрь 2018 год гарсия подавать запрос политический убежище уругвай , получить отказ .",гарсия,PERSON,19,25,-1
"столь жёсткий партийный реакция интервью господин рахимов "" московский комсомолец "" , который раскритиковать федеральный центр "" единый россия "" невнимание нужда регион .",федеральный центр,ORGANIZATION,125,142,-1
"фбр полиция чехия среда , 19 октябрь 2016 год , арестовать прага российский гражданин подозрение причастность кибератака против сша .",российский гражданин,NATIONALITY,70,92,-1
"руководитель хунсян ма сяохун август арестовать , сообщать ' ' korea joongang daily ' ' .",ма сяохун,PERSON,20,29,-1
"следователь , ведущий дело доминик стросс - кан , выяснить , горничная нью - йоркский отель ' ' sofitel ' ' нафиссатоу диалло , утверждать , экс - глава мвф домогаться её , неоднократно лгать допрос .",нафиссатоу диалло,PERSON,104,121,-1
"менее немногое ранее американский экономист десмонд лакман призвать греция , ирландия , испания португалия , чей экономика являться самый проблемный ес , добровольно выйти зона евро .",испания,COUNTRY,92,99,-1
"начало игра волейболистка россия плохо получаться приём , проблема блок подача .",волейболистка,PROFESSION,23,36,-1
"последний игровой день группа « » россиянин безоговорочный лидер превратиться команда , попасть плей - офф второй место",россиянин,NATIONALITY,38,46,-1
"россия вводить запрет поставка говядина беларусь , критика адрес глава россельхознадзор",беларусь,COUNTRY,45,53,-1
"спор уровень комиссия крупный американский ретейлер , число walmart , amazon , best buy target , также платёжный система — visa mastercard продолжаться 10 год .",mastercard,ORGANIZATION,152,162,-1
комментарий захаров сайт российский мид сказать : мид россия потребовать реакция сша сообщение хакерский атака,сша,COUNTRY,89,92,-1
"брандт лично знать ширан , подружиться незадолго смерть 2003 год – среди откровенный признание убийца нераскрытый сей пора исчезновение лидер профсоюз джимми хофф 1975 год , который совершить прямой приказ босс мафия расселла буфалиный .",джимми хофф,PERSON,177,189,-1
"жюри конкурс выделить работа который изобразить погребальный процессия состояться удар военный - воздушный сила израиль палестинский территория , который стать ответ обстрел территория израиль .",палестинский,COUNTRY,136,148,-1
британия возложить ответственность отравление скрипалить россия .,британия,COUNTRY,0,8,-1
"мнение эксперт , власть италия , несмотря проблема известно около десять год , уделять должный внимание сохранение памятник .",власть италия,ORGANIZATION,21,34,-1
"президент турция реджеп тайип эрдоган намеренный начать политический юридический кампания противодействие попытка власть сша привлечь уголовный ответственность сотрудник служба безопасность , избить демонстрант полицейский вашингтон .",сотрудник служба безопасность,PROFESSION,166,201,-1
"связь теракт , который планироваться великобритания , насир предъявить обвинение оказание содействие вступление сговор цель оказание содействие « аль - кайде » вступление сговор цель использование разрушать устройство .",насир,PERSON,61,67,-1
"уэйкий рено оказаться центр спорный ситуация скандал , преследовать администрация клинтон , включая дело « уайтуотереть » ( ) , « » ( ) , моника левинск , предполагать ядерный шпионаж сторона китай сомнительный финансирование предвыборный кампания клинтон гора 1996 год .",рено,PERSON,12,16,-1
"ивобь иметь вид нашуметь недавно убийство 18 - летний памела мастропьетро , который обвинять несколько африканец .",африканец,NATIONALITY,108,118,-1
"назначение руснок возможный утверждение кабинет конкретно означать укрепление власть президент земан , который вести беспроигрышный игра .",руснок,PERSON,11,18,-1
